年月日,観客数,勝敗,対戦相手,先発投手,試合時間,球場,年,月,日,曜日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),直前試合の勝敗,月別平均観客数,日別平均観客数
2009/4/7,24011,○,オリックス,岸,196,西武ドーム,2009,4,7,火,0.0,14.2,8,3,11,5,3,2,7,1,△,17693.64,18786.29
2009/4/8,10001,●,オリックス,石井一,185,西武ドーム,2009,4,8,水,0.0,14.1,2,10,12,-8,8,3,11,5,○,17693.64,17143.54
2009/4/9,9813,○,オリックス,西口,177,西武ドーム,2009,4,9,木,0.0,16.5,13,6,19,7,2,10,12,-8,●,17693.64,18510.93
2009/4/17,15181,●,日本ハム,涌井,200,西武ドーム,2009,4,17,金,5.0,10.8,2,4,6,-2,13,6,19,7,○,17693.64,20806.97
2009/4/18,28525,●,日本ハム,帆足,204,西武ドーム,2009,4,18,土,0.0,13.6,4,6,10,-2,2,4,6,-2,●,17693.64,19713.64
2009/4/19,22315,●,日本ハム,その他,242,西武ドーム,2009,4,19,日,0.0,15.9,6,8,14,-2,4,6,10,-2,●,17693.64,19628.91
2009/4/24,12618,○,ロッテ,涌井,146,西武ドーム,2009,4,24,金,1.5,11.6,3,1,4,2,6,8,14,-2,●,17693.64,18457.52
2009/4/25,23147,●,ロッテ,帆足,185,西武ドーム,2009,4,25,土,52.0,9.8,2,3,5,-1,3,1,4,2,○,17693.64,19019.58
2009/4/26,23647,●,ロッテ,その他,215,西武ドーム,2009,4,26,日,0.0,15.6,5,11,16,-6,2,3,5,-1,●,17693.64,19753.74
2009/4/28,16151,○,ソフトバンク,岸,190,西武ドーム,2009,4,28,火,0.0,12.1,5,4,9,1,5,11,16,-6,●,17693.64,20998.5
2009/4/29,28855,○,ソフトバンク,石井一,176,西武ドーム,2009,4,29,水,0.0,13.4,7,2,9,5,5,4,9,1,○,17693.64,22562.68
2009/4/30,15720,●,ソフトバンク,西口,213,西武ドーム,2009,4,30,木,0.0,15.8,5,8,13,-3,7,2,9,5,○,17693.64,21898.1
2009/5/4,33911,○,楽天,岸,173,西武ドーム,2009,5,4,月,0.0,18.1,8,3,11,5,5,8,13,-3,●,22741.88,22697.37
2009/5/5,33908,●,楽天,石井一,201,西武ドーム,2009,5,5,火,11.5,15.8,3,7,10,-4,8,3,11,5,○,22741.88,23356.53
2009/5/6,31440,●,楽天,西口,210,西武ドーム,2009,5,6,水,27.5,14.5,3,6,9,-3,3,7,10,-4,●,22741.88,19710.77
2009/5/19,18110,●,中日,岸,210,大宮,2009,5,19,火,0.0,19.5,5,7,12,-2,3,6,9,-3,●,22741.88,19628.91
2009/5/20,19203,○,中日,石井一,206,西武ドーム,2009,5,20,水,0.0,21.8,2,1,3,1,5,7,12,-2,●,22741.88,20765.17
2009/5/22,16323,●,DeNA,涌井,193,西武ドーム,2009,5,22,金,0.0,21.3,5,15,20,-10,2,1,3,1,○,22741.88,19673.16
2009/5/23,24471,○,DeNA,帆足,187,西武ドーム,2009,5,23,土,10.0,21.7,10,6,16,4,5,15,20,-10,●,22741.88,21263.5
2009/5/30,33778,△,巨人,帆足,238,西武ドーム,2009,5,30,土,6.5,17.9,2,2,4,0,10,6,16,4,○,22741.88,21898.1
2009/5/31,33173,○,巨人,岸,235,西武ドーム,2009,5,31,日,1.5,18.8,3,2,5,1,2,2,4,0,△,22741.88,21679.45
2009/6/2,16001,○,ヤクルト,その他,179,西武ドーム,2009,6,2,火,0.0,19.0,7,3,10,4,3,2,5,1,○,22359.4,20570.03
2009/6/3,16181,○,ヤクルト,涌井,158,西武ドーム,2009,6,3,水,0.0,19.6,8,1,9,7,7,3,10,4,○,22359.4,21970.81
2009/6/10,29006,○,阪神,涌井,160,西武ドーム,2009,6,10,水,0.0,21.7,4,3,7,1,8,1,9,7,○,22359.4,17777.52
2009/6/11,28371,○,阪神,その他,184,西武ドーム,2009,6,11,木,8.0,19.7,6,5,11,1,4,3,7,1,○,22359.4,21121.18
2009/6/13,33747,○,広島,帆足,171,西武ドーム,2009,6,13,土,0.0,22.2,4,2,6,2,6,5,11,1,○,22359.4,19970.56
2009/6/14,32795,△,広島,岸,279,西武ドーム,2009,6,14,日,1.0,20.7,4,4,8,0,4,2,6,2,○,22359.4,20046.41
2009/6/26,17215,○,ソフトバンク,涌井,172,大宮,2009,6,26,金,0.0,25.1,10,4,14,6,4,4,8,0,△,22359.4,19753.74
2009/6/27,30200,●,ソフトバンク,石井一,204,西武ドーム,2009,6,27,土,0.0,25.3,3,10,13,-7,10,4,14,6,○,22359.4,21138.49
2009/6/28,28238,●,ソフトバンク,その他,207,西武ドーム,2009,6,28,日,13.5,22.0,5,7,12,-2,3,10,13,-7,●,22359.4,20998.5
2009/6/30,11391,●,ロッテ,帆足,260,西武ドーム,2009,6,30,火,3.0,21.9,6,8,14,-2,5,7,12,-2,●,22359.4,21898.1
2009/7/1,11617,○,ロッテ,岸,204,西武ドーム,2009,7,1,水,2.5,21.5,11,6,17,5,6,8,14,-2,●,19106.44,22001.45
2009/7/2,11156,●,ロッテ,西口,342,西武ドーム,2009,7,2,木,3.0,20.3,8,9,17,-1,11,6,17,5,○,19106.44,20570.03
2009/7/7,12525,○,日本ハム,岸,162,西武ドーム,2009,7,7,火,0.0,25.7,6,4,10,2,8,9,17,-1,●,19106.44,18786.29
2009/7/8,13892,○,日本ハム,西口,184,西武ドーム,2009,7,8,水,0.5,25.1,4,3,7,1,6,4,10,2,○,19106.44,17143.54
2009/7/9,12625,○,日本ハム,涌井,206,西武ドーム,2009,7,9,木,1.0,25.9,8,2,10,6,4,3,7,1,○,19106.44,18510.93
2009/7/10,11178,●,オリックス,石井一,199,西武ドーム,2009,7,10,金,0.0,27.0,3,6,9,-3,8,2,10,6,○,19106.44,17777.52
2009/7/11,22516,○,オリックス,その他,270,西武ドーム,2009,7,11,土,0.0,23.3,5,4,9,1,3,6,9,-3,●,19106.44,21121.18
2009/7/12,21334,○,オリックス,帆足,174,西武ドーム,2009,7,12,日,0.0,23.5,3,2,5,1,5,4,9,1,○,19106.44,20345.97
2009/7/14,14790,●,楽天,岸,226,西武ドーム,2009,7,14,火,0.0,26.5,6,8,14,-2,3,2,5,1,○,19106.44,20046.41
2009/7/15,13989,○,楽天,涌井,170,西武ドーム,2009,7,15,水,0.0,28.7,5,0,5,5,6,8,14,-2,●,19106.44,21160.21
2009/7/16,14471,●,楽天,西口,179,西武ドーム,2009,7,16,木,0.0,28.4,1,3,4,-2,5,0,5,5,○,19106.44,20196.04
2009/7/20,20521,○,オリックス,岸,163,西武ドーム,2009,7,20,月,0.0,25.5,4,1,5,3,1,3,4,-2,●,19106.44,20765.17
2009/7/21,13759,○,オリックス,涌井,208,西武ドーム,2009,7,21,火,3.0,21.5,4,2,6,2,4,1,5,3,○,19106.44,20805.45
2009/7/22,13445,●,オリックス,帆足,226,西武ドーム,2009,7,22,水,4.0,22.7,2,4,6,-2,4,2,6,2,○,19106.44,19673.16
2009/8/4,20473,●,日本ハム,涌井,214,大宮,2009,8,4,火,0.0,25.4,1,5,6,-4,2,4,6,-2,●,20720.23,22697.37
2009/8/5,18510,○,日本ハム,石井一,181,西武ドーム,2009,8,5,水,0.0,26.5,5,2,7,3,1,5,6,-4,●,20720.23,23356.53
2009/8/6,19360,●,日本ハム,その他,202,西武ドーム,2009,8,6,木,0.0,26.5,4,7,11,-3,5,2,7,3,○,20720.23,19710.77
2009/8/7,17476,●,ソフトバンク,帆足,189,西武ドーム,2009,8,7,金,48.5,26.3,4,5,9,-1,4,7,11,-3,●,20720.23,18786.29
2009/8/8,28911,○,ソフトバンク,岸,197,西武ドーム,2009,8,8,土,0.0,25.3,12,3,15,9,4,5,9,-1,●,20720.23,17143.54
2009/8/9,29660,●,ソフトバンク,野上,196,西武ドーム,2009,8,9,日,1.5,26.0,1,4,5,-3,12,3,15,9,○,20720.23,18510.93
2009/8/21,18061,●,ロッテ,帆足,247,西武ドーム,2009,8,21,金,0.0,26.0,7,12,19,-5,1,4,5,-3,●,20720.23,20805.45
2009/8/22,31333,○,ロッテ,岸,185,西武ドーム,2009,8,22,土,6.5,26.8,1,0,1,1,7,12,19,-5,●,20720.23,19673.16
2009/8/23,25201,○,ロッテ,野上,146,西武ドーム,2009,8,23,日,0.0,24.8,1,0,1,1,1,0,1,1,○,20720.23,21263.5
2009/8/25,23125,○,楽天,涌井,245,西武ドーム,2009,8,25,火,0.0,23.3,3,2,5,1,1,0,1,1,○,20720.23,19019.58
2009/8/26,18031,●,楽天,石井一,174,西武ドーム,2009,8,26,水,0.0,22.9,0,6,6,-6,3,2,5,1,○,20720.23,19753.74
2009/8/27,21777,●,楽天,その他,205,西武ドーム,2009,8,27,木,0.0,23.9,0,4,4,-4,0,6,6,-6,●,20720.23,21138.49
2009/9/8,15346,○,日本ハム,涌井,185,西武ドーム,2009,9,8,火,0.0,24.2,5,0,5,5,0,4,4,-4,●,20473.55,17143.54
2009/9/9,14018,○,日本ハム,石井一,177,西武ドーム,2009,9,9,水,0.0,21.3,7,4,11,3,5,0,5,5,○,20473.55,18510.93
2009/9/10,15160,○,日本ハム,西口,198,西武ドーム,2009,9,10,木,0.0,21.1,5,4,9,1,7,4,11,3,○,20473.55,17777.52
2009/9/11,11653,○,オリックス,帆足,158,西武ドーム,2009,9,11,金,0.0,21.5,2,1,3,1,5,4,9,1,○,20473.55,21121.18
2009/9/12,21547,●,オリックス,岸,173,西武ドーム,2009,9,12,土,1.5,19.6,2,3,5,-1,2,1,3,1,○,20473.55,20345.97
2009/9/13,20460,○,オリックス,野上,225,西武ドーム,2009,9,13,日,0.0,22.1,10,8,18,2,2,3,5,-1,●,20473.55,19970.56
2009/9/18,15487,○,ソフトバンク,帆足,149,西武ドーム,2009,9,18,金,0.0,19.5,6,0,6,6,10,8,18,2,○,20473.55,19713.64
2009/9/19,27751,●,ソフトバンク,岸,171,西武ドーム,2009,9,19,土,0.0,20.7,1,6,7,-5,6,0,6,6,○,20473.55,19628.91
2009/9/20,33516,○,ソフトバンク,石井一,187,西武ドーム,2009,9,20,日,0.0,22.0,8,1,9,7,1,6,7,-5,●,20473.55,20765.17
2009/9/25,23261,○,楽天,帆足,168,西武ドーム,2009,9,25,金,0.0,21.5,7,1,8,6,8,1,9,7,○,20473.55,19019.58
2009/9/26,33731,●,楽天,岸,239,西武ドーム,2009,9,26,土,0.0,21.7,6,10,16,-4,7,1,8,6,○,20473.55,19753.74
2009/9/27,33901,●,楽天,涌井,225,西武ドーム,2009,9,27,日,0.0,21.1,4,11,15,-7,6,10,16,-4,●,20473.55,21138.49
2009/9/29,14063,●,ロッテ,石井一,195,西武ドーム,2009,9,29,火,1.0,20.6,3,13,16,-10,4,11,15,-7,●,20473.55,22562.68
2009/9/30,12762,●,ロッテ,その他,208,西武ドーム,2009,9,30,水,10.5,18.5,2,9,11,-7,3,13,16,-10,●,20473.55,21898.1
2009/10/1,25207,○,ロッテ,西口,164,西武ドーム,2009,10,1,木,0.5,19.4,2,1,3,1,2,9,11,-7,●,16821.42,22001.45
2010/3/20,33331,○,ロッテ,涌井,158,西武ドーム,2010,3,20,土,0.0,13.6,2,1,3,1,2,1,3,1,○,23307.61,20765.17
2010/3/21,27682,●,ロッテ,帆足,178,西武ドーム,2010,3,21,日,0.0,13.7,1,2,3,-1,2,1,3,1,○,23307.61,20805.45
2010/3/22,28448,●,ロッテ,岸,198,西武ドーム,2010,3,22,月,0.0,8.2,2,13,15,-11,1,2,3,-1,●,23307.61,19673.16
2010/3/30,15140,○,ソフトバンク,岸,200,西武ドーム,2010,3,30,火,0.0,4.4,3,2,5,1,2,13,15,-11,●,23307.61,21898.1
2010/3/31,13782,○,ソフトバンク,石井一,179,西武ドーム,2010,3,31,水,0.0,5.7,9,3,12,6,3,2,5,1,○,23307.61,21679.45
2010/4/1,14797,●,ソフトバンク,西口,198,西武ドーム,2010,4,1,木,0.0,12.4,5,11,16,-6,9,3,12,6,○,17693.64,22001.45
2010/4/6,13248,○,オリックス,岸,177,西武ドーム,2010,4,6,火,0.5,12.6,3,0,3,3,5,11,16,-6,●,17693.64,19710.77
2010/4/7,9880,○,オリックス,石井一,183,西武ドーム,2010,4,7,水,5.0,9.7,9,2,11,7,3,0,3,3,○,17693.64,18786.29
2010/4/8,9256,●,オリックス,西口,220,西武ドーム,2010,4,8,木,0.0,8.1,4,5,9,-1,9,2,11,7,○,17693.64,17143.54
2010/4/13,13442,○,楽天,岸,188,西武ドーム,2010,4,13,火,3.5,14.7,5,3,8,2,4,5,9,-1,●,17693.64,19970.56
2010/4/14,11980,○,楽天,石井一,211,西武ドーム,2010,4,14,水,0.0,11.5,6,5,11,1,5,3,8,2,○,17693.64,20046.41
2010/4/15,10059,○,楽天,西口,176,西武ドーム,2010,4,15,木,5.5,5.8,7,3,10,4,6,5,11,1,○,17693.64,21160.21
2010/4/16,13054,○,日本ハム,涌井,176,西武ドーム,2010,4,16,金,11.0,3.9,7,3,10,4,7,3,10,4,○,17693.64,20196.04
2010/4/17,26793,●,日本ハム,その他,198,西武ドーム,2010,4,17,土,23.5,5.6,5,8,13,-3,7,3,10,4,○,17693.64,20806.97
2010/4/18,24432,○,日本ハム,帆足,148,西武ドーム,2010,4,18,日,0.0,9.9,3,0,3,3,5,8,13,-3,●,17693.64,19713.64
2010/4/27,13835,○,ロッテ,岸,178,西武ドーム,2010,4,27,火,14.5,10.4,3,1,4,2,3,0,3,3,○,17693.64,21138.49
2010/4/28,15482,○,ロッテ,石井一,162,西武ドーム,2010,4,28,水,41.0,12.3,3,1,4,2,3,1,4,2,○,17693.64,20998.5
2010/4/29,30881,●,ロッテ,その他,204,西武ドーム,2010,4,29,木,0.0,16.6,5,10,15,-5,3,1,4,2,○,17693.64,22562.68
2010/5/3,33603,●,楽天,西口,192,西武ドーム,2010,5,3,月,0.0,16.8,4,5,9,-1,5,10,15,-5,●,22741.88,21970.81
2010/5/4,32419,○,楽天,岸,276,西武ドーム,2010,5,4,火,0.0,18.8,6,5,11,1,4,5,9,-1,●,22741.88,22697.37
2010/5/5,30405,○,楽天,石井一,218,西武ドーム,2010,5,5,水,0.0,20.6,19,3,22,16,6,5,11,1,○,22741.88,23356.53
2010/5/18,20011,○,ヤクルト,岸,171,大宮,2010,5,18,火,0.0,20.4,1,0,1,1,19,3,22,16,○,22741.88,19713.64
2010/5/19,16125,○,ヤクルト,石井一,185,西武ドーム,2010,5,19,水,13.5,18.6,3,2,5,1,1,0,1,1,○,22741.88,19628.91
2010/5/21,18546,●,中日,涌井,193,西武ドーム,2010,5,21,金,0.0,22.4,1,3,4,-2,3,2,5,1,○,22741.88,20805.45
2010/5/22,32211,○,中日,帆足,167,西武ドーム,2010,5,22,土,0.0,21.5,8,0,8,8,1,3,4,-2,●,22741.88,19673.16
2010/5/29,33911,●,巨人,帆足,165,西武ドーム,2010,5,29,土,1.5,13.8,0,4,4,-4,8,0,8,8,○,22741.88,22562.68
2010/5/30,33916,●,巨人,岸,187,西武ドーム,2010,5,30,日,0.5,13.1,1,5,6,-4,0,4,4,-4,●,22741.88,21898.1
2010/6/1,15313,●,DeNA,石井一,184,西武ドーム,2010,6,1,火,0.0,17.6,2,6,8,-4,1,5,6,-4,●,22359.4,22001.45
2010/6/2,15949,○,DeNA,涌井,193,西武ドーム,2010,6,2,水,0.0,18.5,3,2,5,1,2,6,8,-4,●,22359.4,20570.03
2010/6/9,30844,○,阪神,涌井,181,西武ドーム,2010,6,9,水,2.5,19.2,2,1,3,1,3,2,5,1,○,22359.4,18510.93
2010/6/10,28892,●,阪神,石井一,205,西武ドーム,2010,6,10,木,1.0,21.4,4,8,12,-4,2,1,3,1,○,22359.4,17777.52
2010/6/12,31618,●,広島,帆足,200,西武ドーム,2010,6,12,土,0.0,23.7,2,6,8,-4,4,8,12,-4,●,22359.4,20345.97
2010/6/13,31647,●,広島,岸,195,西武ドーム,2010,6,13,日,0.0,21.8,2,4,6,-2,2,6,8,-4,●,22359.4,19970.56
2010/6/18,15655,○,ソフトバンク,涌井,177,西武ドーム,2010,6,18,金,18.0,23.1,8,1,9,7,2,4,6,-2,●,22359.4,19713.64
2010/6/19,26845,○,ソフトバンク,帆足,173,西武ドーム,2010,6,19,土,8.0,23.6,5,1,6,4,8,1,9,7,○,22359.4,19628.91
2010/6/20,24276,○,ソフトバンク,その他,210,西武ドーム,2010,6,20,日,0.0,25.3,6,4,10,2,5,1,6,4,○,22359.4,20765.17
2010/6/25,13279,○,オリックス,涌井,196,西武ドーム,2010,6,25,金,0.0,24.2,7,3,10,4,6,4,10,2,○,22359.4,19019.58
2010/6/26,24896,●,オリックス,帆足,219,西武ドーム,2010,6,26,土,3.0,24.1,5,7,12,-2,7,3,10,4,○,22359.4,19753.74
2010/6/27,22010,○,オリックス,その他,200,西武ドーム,2010,6,27,日,5.0,25.0,4,2,6,2,5,7,12,-2,●,22359.4,21138.49
2010/6/29,24323,●,日本ハム,岸,198,新潟,2010,6,29,火,82.5,25.0,4,6,10,-2,4,2,6,2,○,22359.4,22562.68
2010/6/30,20314,●,日本ハム,野上,270,大宮,2010,6,30,水,32.0,24.5,4,7,11,-3,4,6,10,-2,●,22359.4,21898.1
2010/7/1,13605,●,日本ハム,西口,236,西武ドーム,2010,7,1,木,7.5,25.0,7,9,16,-2,4,7,11,-3,●,19106.44,22001.45
2010/7/10,29104,●,楽天,涌井,205,西武ドーム,2010,7,10,土,0.0,26.0,1,7,8,-6,7,9,16,-2,●,19106.44,17777.52
2010/7/11,26840,○,楽天,帆足,222,西武ドーム,2010,7,11,日,0.0,24.9,8,4,12,4,1,7,8,-6,●,19106.44,21121.18
2010/7/13,14811,●,日本ハム,その他,190,西武ドーム,2010,7,13,火,1.5,21.5,1,9,10,-8,8,4,12,4,○,19106.44,19970.56
2010/7/14,15448,○,日本ハム,野上,197,西武ドーム,2010,7,14,水,5.5,22.7,3,2,5,1,1,9,10,-8,●,19106.44,20046.41
2010/7/15,15824,○,日本ハム,その他,170,西武ドーム,2010,7,15,木,0.0,25.3,7,0,7,7,3,2,5,1,○,19106.44,21160.21
2010/7/27,21554,●,ロッテ,その他,174,西武ドーム,2010,7,27,火,0.0,28.4,3,5,8,-2,7,0,7,7,○,19106.44,21138.49
2010/7/28,21582,●,ロッテ,その他,191,西武ドーム,2010,7,28,水,0.0,28.8,4,9,13,-5,3,5,8,-2,●,19106.44,20998.5
2010/7/29,21571,○,ロッテ,その他,210,西武ドーム,2010,7,29,木,5.5,24.9,12,6,18,6,4,9,13,-5,●,19106.44,22562.68
2010/8/6,18844,○,ソフトバンク,涌井,196,西武ドーム,2010,8,6,金,0.0,28.3,10,4,14,6,12,6,18,6,○,20720.23,19710.77
2010/8/7,26661,○,ソフトバンク,帆足,190,西武ドーム,2010,8,7,土,0.0,27.7,5,4,9,1,10,4,14,6,○,20720.23,18786.29
2010/8/8,24413,○,ソフトバンク,その他,216,西武ドーム,2010,8,8,日,4.0,27.1,7,4,11,3,5,4,9,1,○,20720.23,17143.54
2010/8/13,25389,○,オリックス,涌井,221,西武ドーム,2010,8,13,金,7.5,26.0,4,2,6,2,7,4,11,3,○,20720.23,19970.56
2010/8/14,25989,○,オリックス,帆足,244,西武ドーム,2010,8,14,土,0.0,26.3,8,3,11,5,4,2,6,2,○,20720.23,20046.41
2010/8/15,22643,○,オリックス,西口,195,西武ドーム,2010,8,15,日,0.0,28.8,6,1,7,5,8,3,11,5,○,20720.23,21160.21
2010/8/17,20808,●,ソフトバンク,その他,226,西武ドーム,2010,8,17,火,0.0,30.5,4,5,9,-1,6,1,7,5,○,20720.23,20806.97
2010/8/18,19414,○,ソフトバンク,石井一,206,西武ドーム,2010,8,18,水,69.0,28.6,4,3,7,1,4,5,9,-1,●,20720.23,19713.64
2010/8/19,21219,○,ソフトバンク,野上,202,西武ドーム,2010,8,19,木,2.0,27.3,5,1,6,4,4,3,7,1,○,20720.23,19628.91
2010/8/27,21504,●,楽天,その他,213,西武ドーム,2010,8,27,金,0.0,28.6,3,11,14,-8,5,1,6,4,○,20720.23,21138.49
2010/8/28,28856,△,楽天,涌井,323,西武ドーム,2010,8,28,土,0.0,28.4,5,5,10,0,3,11,14,-8,●,20720.23,20998.5
2010/8/29,27093,○,楽天,帆足,187,西武ドーム,2010,8,29,日,0.0,28.3,5,3,8,2,5,5,10,0,△,20720.23,22562.68
2010/8/31,16823,●,オリックス,その他,233,前橋,2010,8,31,火,0.0,28.9,4,8,12,-4,5,3,8,2,○,20720.23,21679.45
2010/9/1,18597,○,オリックス,石井一,202,大宮,2010,9,1,水,0.0,28.9,7,4,11,3,4,8,12,-4,●,20473.55,22001.45
2010/9/2,14028,○,オリックス,西口,214,西武ドーム,2010,9,2,木,0.0,28.4,3,0,3,3,7,4,11,3,○,20473.55,20570.03
2010/9/7,15420,○,日本ハム,その他,186,西武ドーム,2010,9,7,火,0.0,29.9,6,5,11,1,3,0,3,3,○,20473.55,18786.29
2010/9/8,15449,○,日本ハム,石井一,177,西武ドーム,2010,9,8,水,31.0,23.8,8,3,11,5,6,5,11,1,○,20473.55,17143.54
2010/9/9,19858,●,日本ハム,その他,175,西武ドーム,2010,9,9,木,0.0,24.2,0,5,5,-5,8,3,11,5,○,20473.55,18510.93
2010/9/10,23668,○,ロッテ,西口,208,西武ドーム,2010,9,10,金,0.0,24.8,12,8,20,4,0,5,5,-5,●,20473.55,17777.52
2010/9/11,33920,○,ロッテ,涌井,199,西武ドーム,2010,9,11,土,0.0,27.0,4,2,6,2,12,8,20,4,○,20473.55,21121.18
2010/9/12,33921,○,ロッテ,帆足,188,西武ドーム,2010,9,12,日,0.0,27.5,14,3,17,11,4,2,6,2,○,20473.55,20345.97
2010/9/23,33917,●,楽天,涌井,222,西武ドーム,2010,9,23,木,49.0,17.8,3,4,7,-1,14,3,17,11,○,20473.55,21263.5
2011/4/26,14991,●,楽天,涌井,177,皇子山,2011,4,26,火,0.0,12.8,0,2,2,-2,3,4,7,-1,●,17693.64,19753.74
2011/5/3,33907,●,ロッテ,涌井,217,西武ドーム,2011,5,3,火,7.5,14.3,5,10,15,-5,0,2,2,-2,●,22741.88,21970.81
2011/5/4,31282,●,ロッテ,石井一,171,西武ドーム,2011,5,4,水,0.0,15.7,2,8,10,-6,5,10,15,-5,●,22741.88,22697.37
2011/5/5,32954,○,ロッテ,西口,169,西武ドーム,2011,5,5,木,0.0,13.5,5,3,8,2,2,8,10,-6,●,22741.88,23356.53
2011/5/17,17367,○,DeNA,涌井,158,大宮,2011,5,17,火,0.0,15.9,4,1,5,3,5,3,8,2,○,22741.88,20806.97
2011/5/18,15451,○,DeNA,石井一,169,西武ドーム,2011,5,18,水,0.0,17.8,5,2,7,3,4,1,5,3,○,22741.88,19713.64
2011/5/20,16814,●,中日,牧田,202,西武ドーム,2011,5,20,金,0.0,20.9,5,6,11,-1,5,2,7,3,○,22741.88,20765.17
2011/5/21,28205,○,中日,岸,211,西武ドーム,2011,5,21,土,0.0,21.7,13,4,17,9,5,6,11,-1,●,22741.88,20805.45
2011/5/28,27976,○,ヤクルト,岸,162,西武ドーム,2011,5,28,土,18.5,17.1,3,2,5,1,13,4,17,9,○,22741.88,20998.5
2011/5/29,26115,○,ヤクルト,帆足,192,西武ドーム,2011,5,29,日,86.0,17.4,10,1,11,9,3,2,5,1,○,22741.88,22562.68
2011/5/31,25354,●,巨人,石井一,161,西武ドーム,2011,5,31,火,0.0,15.0,1,4,5,-3,10,1,11,9,○,22741.88,21679.45
2011/6/1,27066,○,巨人,涌井,147,西武ドーム,2011,6,1,水,0.0,13.7,4,1,5,3,1,4,5,-3,●,22359.4,22001.45
2011/6/9,17268,●,広島,涌井,187,西武ドーム,2011,6,9,木,4.0,20.2,1,5,6,-4,4,1,5,3,○,22359.4,18510.93
2011/6/10,19687,△,広島,牧田,220,西武ドーム,2011,6,10,金,0.5,21.2,1,1,2,0,1,5,6,-4,●,22359.4,17777.52
2011/6/11,33918,●,阪神,石井一,159,西武ドーム,2011,6,11,土,19.0,21.3,0,4,4,-4,1,1,2,0,△,22359.4,21121.18
2011/6/12,33919,○,阪神,菊池,214,西武ドーム,2011,6,12,日,0.0,21.8,11,5,16,6,0,4,4,-4,●,22359.4,20345.97
2011/6/24,20338,○,楽天,帆足,204,大宮,2011,6,24,金,0.0,29.5,7,4,11,3,11,5,16,6,○,22359.4,18457.52
2011/6/25,31295,●,楽天,涌井,180,西武ドーム,2011,6,25,土,13.0,23.4,1,9,10,-8,7,4,11,3,○,22359.4,19019.58
