年月日,観客数,勝敗,対戦相手,先発投手,試合時間,球場,年,月,日,曜日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),直前試合の勝敗,月別平均観客数,日別平均観客数
2011/6/26,25033,○,楽天,石井一,181,西武ドーム,2011,6,26,日,0.0,20.2,5,4,9,1,1,9,10,-8,●,22359.4,19753.74
2011/6/27,16719,●,楽天,その他,192,西武ドーム,2011,6,27,月,0.5,21.1,1,2,3,-1,5,4,9,1,○,22359.4,21138.49
2011/7/1,15819,●,日本ハム,帆足,205,西武ドーム,2011,7,1,金,0.0,26.0,2,6,8,-4,1,2,3,-1,●,19106.44,22001.45
2011/7/2,27507,●,日本ハム,涌井,170,西武ドーム,2011,7,2,土,0.0,25.8,2,4,6,-2,2,6,8,-4,●,19106.44,20570.03
2011/7/3,26881,●,日本ハム,石井一,163,西武ドーム,2011,7,3,日,0.0,26.5,2,5,7,-3,2,4,6,-2,●,19106.44,21970.81
2011/7/5,14824,●,ソフトバンク,岸,227,西武ドーム,2011,7,5,火,2.0,26.9,2,7,9,-5,2,5,7,-3,●,19106.44,23356.53
2011/7/6,14833,●,ソフトバンク,西口,205,西武ドーム,2011,7,6,水,0.0,26.8,2,5,7,-3,2,7,9,-5,●,19106.44,19710.77
2011/7/8,11771,●,オリックス,帆足,229,西武ドーム,2011,7,8,金,1.0,27.2,3,7,10,-4,2,5,7,-3,●,19106.44,17143.54
2011/7/9,20996,○,オリックス,涌井,211,西武ドーム,2011,7,9,土,0.0,28.7,7,4,11,3,3,7,10,-4,●,19106.44,18510.93
2011/7/10,20273,○,オリックス,石井一,201,西武ドーム,2011,7,10,日,0.0,28.6,9,3,12,6,7,4,11,3,○,19106.44,17777.52
2011/7/11,17370,○,オリックス,岸,187,西武ドーム,2011,7,11,月,0.0,27.9,9,1,10,8,9,3,12,6,○,19106.44,21121.18
2011/7/25,24994,○,ロッテ,石井一,165,西武ドーム,2011,7,25,月,0.0,26.2,4,2,6,2,9,1,10,8,○,19106.44,19019.58
2011/7/26,18970,○,ロッテ,涌井,202,西武ドーム,2011,7,26,火,0.0,25.6,6,5,11,1,4,2,6,2,○,19106.44,19753.74
2011/7/27,18501,○,ロッテ,帆足,144,西武ドーム,2011,7,27,水,0.0,26.4,4,1,5,3,6,5,11,1,○,19106.44,21138.49
2011/7/28,17255,●,ロッテ,その他,160,西武ドーム,2011,7,28,木,8.0,25.1,0,1,1,-1,4,1,5,3,○,19106.44,20998.5
2011/7/29,16345,●,オリックス,岸,201,西武ドーム,2011,7,29,金,1.0,25.3,1,6,7,-5,0,1,1,-1,●,19106.44,22562.68
2011/7/30,24608,○,オリックス,西口,199,西武ドーム,2011,7,30,土,49.0,24.1,7,2,9,5,1,6,7,-5,●,19106.44,21898.1
2011/7/31,24359,○,オリックス,石井一,229,西武ドーム,2011,7,31,日,6.5,21.5,7,5,12,2,7,2,9,5,○,19106.44,21679.45
2011/8/5,17631,△,ソフトバンク,岸,227,西武ドーム,2011,8,5,金,12.0,26.4,4,4,8,0,7,5,12,2,○,20720.23,23356.53
2011/8/6,24416,△,ソフトバンク,西口,215,西武ドーム,2011,8,6,土,0.0,27.6,1,1,2,0,4,4,8,0,△,20720.23,19710.77
2011/8/7,22774,●,ソフトバンク,石井一,180,西武ドーム,2011,8,7,日,6.0,27.0,1,8,9,-7,1,1,2,0,△,20720.23,18786.29
2011/8/9,17638,●,日本ハム,涌井,200,西武ドーム,2011,8,9,火,0.0,28.8,0,4,4,-4,1,8,9,-7,●,20720.23,18510.93
2011/8/10,17362,○,日本ハム,帆足,259,西武ドーム,2011,8,10,水,0.0,29.6,9,8,17,1,0,4,4,-4,●,20720.23,17777.52
2011/8/11,21941,○,日本ハム,菊池,198,西武ドーム,2011,8,11,木,0.0,29.1,9,4,13,5,9,8,17,1,○,20720.23,21121.18
2011/8/16,24276,●,楽天,涌井,224,西武ドーム,2011,8,16,火,0.0,29.1,4,8,12,-4,9,4,13,5,○,20720.23,20196.04
2011/8/17,17697,△,楽天,帆足,211,西武ドーム,2011,8,17,水,0.0,29.6,2,2,4,0,4,8,12,-4,●,20720.23,20806.97
2011/8/18,20293,○,楽天,菊池,170,西武ドーム,2011,8,18,木,0.0,30.9,6,1,7,5,2,2,4,0,△,20720.23,19713.64
2011/8/23,18160,○,オリックス,石井一,228,新潟,2011,8,23,火,0.0,23.2,11,5,16,6,6,1,7,5,○,20720.23,21263.5
2011/8/25,20418,●,オリックス,涌井,197,大宮,2011,8,25,木,22.5,24.3,0,2,2,-2,11,5,16,6,○,20720.23,19019.58
2011/8/26,19761,○,日本ハム,帆足,218,西武ドーム,2011,8,26,金,10.0,24.5,4,3,7,1,0,2,2,-2,●,20720.23,19753.74
2011/8/27,32282,●,日本ハム,岸,177,西武ドーム,2011,8,27,土,0.5,23.0,3,4,7,-1,4,3,7,1,○,20720.23,21138.49
2011/8/28,24256,○,日本ハム,西口,142,西武ドーム,2011,8,28,日,0.0,24.5,1,0,1,1,3,4,7,-1,●,20720.23,20998.5
2011/9/2,13013,○,ソフトバンク,帆足,171,西武ドーム,2011,9,2,金,6.5,27.1,5,3,8,2,1,0,1,1,○,20473.55,20570.03
2011/9/3,23159,●,ソフトバンク,岸,220,西武ドーム,2011,9,3,土,12.0,26.8,7,10,17,-3,5,3,8,2,○,20473.55,21970.81
2011/9/4,24508,○,ソフトバンク,西口,187,西武ドーム,2011,9,4,日,11.5,25.8,12,2,14,10,7,10,17,-3,●,20473.55,22697.37
2011/9/6,12173,○,ロッテ,石井一,179,西武ドーム,2011,9,6,火,7.5,22.8,5,1,6,4,12,2,14,10,○,20473.55,19710.77
2011/9/7,12994,●,ロッテ,涌井,176,西武ドーム,2011,9,7,水,0.0,23.2,0,2,2,-2,5,1,6,4,○,20473.55,18786.29
2011/9/8,13792,○,ロッテ,菊池,157,西武ドーム,2011,9,8,木,0.0,24.1,7,4,11,3,0,2,2,-2,●,20473.55,17143.54
2011/9/16,14414,○,楽天,帆足,203,西武ドーム,2011,9,16,金,1.5,26.4,6,5,11,1,7,4,11,3,○,20473.55,20196.04
2011/9/17,25624,○,楽天,岸,191,西武ドーム,2011,9,17,土,19.5,25.8,4,2,6,2,6,5,11,1,○,20473.55,20806.97
2011/9/18,26981,○,楽天,西口,190,西武ドーム,2011,9,18,日,0.0,26.8,2,1,3,1,4,2,6,2,○,20473.55,19713.64
2011/9/19,25321,○,日本ハム,石井一,179,西武ドーム,2011,9,19,月,1.5,24.5,7,5,12,2,2,1,3,1,○,20473.55,19628.91
2011/9/20,13521,○,日本ハム,涌井,201,西武ドーム,2011,9,20,火,22.0,18.1,5,4,9,1,7,5,12,2,○,20473.55,20765.17
2011/9/23,29672,○,ロッテ,帆足,178,西武ドーム,2011,9,23,金,0.5,17.9,6,4,10,2,5,4,9,1,○,20473.55,21263.5
2011/9/30,17154,●,ソフトバンク,西口,159,西武ドーム,2011,9,30,金,0.0,21.0,3,4,7,-1,6,4,10,2,○,20473.55,21898.1
2011/10/1,32414,●,ソフトバンク,岸,188,西武ドーム,2011,10,1,土,0.0,20.5,0,3,3,-3,3,4,7,-1,●,16821.42,22001.45
2011/10/2,29397,●,ソフトバンク,石井一,198,西武ドーム,2011,10,2,日,0.0,16.9,3,5,8,-2,0,3,3,-3,●,16821.42,20570.03
2011/10/4,16386,●,オリックス,涌井,202,西武ドーム,2011,10,4,火,0.0,16.5,3,5,8,-2,3,5,8,-2,●,16821.42,22697.37
2011/10/5,15195,○,オリックス,帆足,211,西武ドーム,2011,10,5,水,45.5,14.4,11,6,17,5,3,5,8,-2,●,16821.42,23356.53
2011/10/6,16398,○,オリックス,西口,161,西武ドーム,2011,10,6,木,1.5,19.2,2,1,3,1,11,6,17,5,○,16821.42,19710.77
2011/10/12,18693,○,ロッテ,西口,193,西武ドーム,2011,10,12,水,0.0,18.2,11,3,14,8,2,1,3,1,○,16821.42,20345.97
2011/10/15,33143,○,楽天,岸,172,西武ドーム,2011,10,15,土,31.0,19.6,6,3,9,3,11,3,14,8,○,16821.42,21160.21
2011/10/16,33916,△,ソフトバンク,涌井,226,西武ドーム,2011,10,16,日,5.5,22.0,4,4,8,0,6,3,9,3,○,16821.42,20196.04
2011/10/18,33913,○,日本ハム,西口,153,西武ドーム,2011,10,18,火,0.0,17.8,4,3,7,1,4,4,8,0,△,16821.42,19713.64
2012/4/4,21694,●,ロッテ,牧田,156,西武ドーム,2012,4,4,水,0.0,10.0,0,2,2,-2,4,3,7,1,○,17693.64,22697.37
2012/4/6,12833,●,ソフトバンク,西口,174,西武ドーム,2012,4,6,金,0.0,7.9,2,4,6,-2,0,2,2,-2,●,17693.64,19710.77
2012/4/7,24735,●,ソフトバンク,涌井,211,西武ドーム,2012,4,7,土,0.0,5.2,2,4,6,-2,2,4,6,-2,●,17693.64,18786.29
2012/4/8,21892,●,ソフトバンク,その他,226,西武ドーム,2012,4,8,日,0.0,7.4,5,7,12,-2,2,4,6,-2,●,17693.64,17143.54
2012/4/15,25460,●,オリックス,涌井,206,西武ドーム,2012,4,15,日,0.0,11.0,2,6,8,-4,5,7,12,-2,●,17693.64,21160.21
2012/4/16,12077,●,日本ハム,西口,191,西武ドーム,2012,4,16,月,0.0,11.0,0,13,13,-13,2,6,8,-4,●,17693.64,20196.04
2012/4/17,11335,○,日本ハム,牧田,162,西武ドーム,2012,4,17,火,0.0,12.5,3,2,5,1,0,13,13,-13,●,17693.64,20806.97
2012/4/19,14811,●,日本ハム,岸,199,皇子山,2012,4,19,木,0.5,12.6,2,3,5,-1,3,2,5,1,○,17693.64,19628.91
2012/5/1,14413,●,楽天,牧田,181,西武ドーム,2012,5,1,火,17.5,17.7,3,4,7,-1,2,3,5,-1,●,22741.88,22001.45
2012/5/2,15504,●,楽天,岸,220,西武ドーム,2012,5,2,水,59.5,16.5,2,12,14,-10,3,4,7,-1,●,22741.88,20570.03
2012/5/3,31357,○,楽天,その他,179,西武ドーム,2012,5,3,木,104.5,16.2,6,1,7,5,2,12,14,-10,●,22741.88,21970.81
2012/5/4,29556,●,ロッテ,その他,188,西武ドーム,2012,5,4,金,2.5,17.2,2,3,5,-1,6,1,7,5,○,22741.88,22697.37
2012/5/5,32076,●,ロッテ,野上,172,西武ドーム,2012,5,5,土,0.0,18.9,2,4,6,-2,2,3,5,-1,●,22741.88,23356.53
2012/5/6,26891,△,ロッテ,西口,222,西武ドーム,2012,5,6,日,2.0,16.6,4,4,8,0,2,4,6,-2,●,22741.88,19710.77
2012/5/22,24523,●,巨人,牧田,195,西武ドーム,2012,5,22,火,13.5,13.4,2,5,7,-3,4,4,8,0,△,22741.88,19673.16
2012/5/23,27868,●,巨人,岸,157,西武ドーム,2012,5,23,水,0.0,18.2,0,2,2,-2,2,5,7,-3,●,22741.88,21263.5
2012/5/25,14392,○,ヤクルト,その他,163,西武ドーム,2012,5,25,金,1.0,18.0,10,0,10,10,0,2,2,-2,●,22741.88,19019.58
2012/5/26,26752,○,ヤクルト,西口,160,西武ドーム,2012,5,26,土,0.0,19.4,8,0,8,8,10,0,10,10,○,22741.88,19753.74
2012/6/2,24696,○,DeNA,西口,181,西武ドーム,2012,6,2,土,0.5,19.8,7,4,11,3,8,0,8,8,○,22359.4,20570.03
2012/6/3,25722,●,DeNA,牧田,194,西武ドーム,2012,6,3,日,1.0,18.6,5,7,12,-2,7,4,11,3,○,22359.4,21970.81
2012/6/5,15691,○,中日,岸,177,西武ドーム,2012,6,5,火,0.0,19.5,7,4,11,3,5,7,12,-2,●,22359.4,23356.53
2012/6/6,15797,○,中日,その他,181,西武ドーム,2012,6,6,水,7.5,17.2,3,1,4,2,7,4,11,3,○,22359.4,19710.77
2012/6/13,26211,○,阪神,その他,151,西武ドーム,2012,6,13,水,1.0,16.4,2,0,2,2,3,1,4,2,○,22359.4,19970.56
2012/6/14,23634,●,阪神,西口,215,西武ドーム,2012,6,14,木,0.0,17.6,3,4,7,-1,2,0,2,2,○,22359.4,20046.41
2012/6/16,33901,○,広島,牧田,147,西武ドーム,2012,6,16,土,5.0,18.9,6,5,11,1,3,4,7,-1,●,22359.4,20196.04
2012/6/17,31520,●,広島,岸,245,西武ドーム,2012,6,17,日,4.0,22.0,4,11,15,-7,6,5,11,1,○,22359.4,20806.97
2012/6/22,20021,△,オリックス,その他,214,大宮,2012,6,22,金,40.5,20.0,3,3,6,0,4,11,15,-7,●,22359.4,19673.16
2012/6/23,19581,○,オリックス,西口,166,西武ドーム,2012,6,23,土,0.0,21.4,5,2,7,3,3,3,6,0,△,22359.4,21263.5
2012/6/24,21707,○,オリックス,牧田,203,西武ドーム,2012,6,24,日,0.5,21.4,4,3,7,1,5,2,7,3,○,22359.4,18457.52
2012/6/25,10122,●,オリックス,その他,211,西武ドーム,2012,6,25,月,0.0,17.0,3,5,8,-2,4,3,7,1,○,22359.4,19019.58
2012/6/29,13972,○,日本ハム,西口,201,西武ドーム,2012,6,29,金,0.0,22.4,7,5,12,2,3,5,8,-2,●,22359.4,22562.68
2012/6/30,24049,○,日本ハム,牧田,199,西武ドーム,2012,6,30,土,0.0,22.6,10,5,15,5,7,5,12,2,○,22359.4,21898.1
2012/7/1,29605,△,日本ハム,菊池,211,西武ドーム,2012,7,1,日,8.0,20.2,3,3,6,0,10,5,15,5,○,19106.44,22001.45
2012/7/6,13597,●,楽天,西口,179,西武ドーム,2012,7,6,金,16.0,23.6,2,6,8,-4,3,3,6,0,△,19106.44,19710.77
2012/7/7,25415,●,楽天,牧田,202,西武ドーム,2012,7,7,土,25.0,21.5,1,12,13,-11,2,6,8,-4,●,19106.44,18786.29
2012/7/8,27962,○,楽天,菊池,214,西武ドーム,2012,7,8,日,0.5,21.8,9,5,14,4,1,12,13,-11,●,19106.44,17143.54
2012/7/10,12505,○,ソフトバンク,野上,180,西武ドーム,2012,7,10,火,0.0,24.9,5,2,7,3,9,5,14,4,○,19106.44,17777.52
2012/7/11,13376,●,ソフトバンク,その他,180,西武ドーム,2012,7,11,水,0.0,25.8,1,4,5,-3,5,2,7,3,○,19106.44,21121.18
2012/7/12,12452,○,ソフトバンク,その他,147,西武ドーム,2012,7,12,木,5.5,24.9,2,0,2,2,1,4,5,-3,●,19106.44,20345.97
2012/7/25,18897,○,ロッテ,牧田,156,西武ドーム,2012,7,25,水,0.0,27.4,4,2,6,2,2,0,2,2,○,19106.44,19019.58
2012/7/26,17269,○,ロッテ,菊池,165,西武ドーム,2012,7,26,木,0.0,28.8,2,1,3,1,4,2,6,2,○,19106.44,19753.74
2012/7/30,16997,○,オリックス,岸,196,西武ドーム,2012,7,30,月,0.0,28.3,6,2,8,4,2,1,3,1,○,19106.44,21898.1
2012/7/31,18804,●,オリックス,その他,191,西武ドーム,2012,7,31,火,0.0,28.2,1,7,8,-6,6,2,8,4,○,19106.44,21679.45
2012/8/2,14047,△,オリックス,牧田,226,前橋,2012,8,2,木,0.0,28.4,1,1,2,0,1,7,8,-6,●,20720.23,20570.03
2012/8/10,15135,○,日本ハム,野上,184,西武ドーム,2012,8,10,金,0.0,26.0,7,1,8,6,1,1,2,0,△,20720.23,17777.52
2012/8/11,33910,●,日本ハム,その他,162,西武ドーム,2012,8,11,土,2.0,26.4,0,3,3,-3,7,1,8,6,○,20720.23,21121.18
2012/8/12,30412,○,日本ハム,その他,188,西武ドーム,2012,8,12,日,0.0,26.3,7,4,11,3,0,3,3,-3,●,20720.23,20345.97
2012/8/17,22333,○,楽天,野上,176,西武ドーム,2012,8,17,金,1.5,28.3,4,1,5,3,7,4,11,3,○,20720.23,20806.97
2012/8/18,28381,○,楽天,その他,223,西武ドーム,2012,8,18,土,0.5,26.3,6,5,11,1,4,1,5,3,○,20720.23,19713.64
2012/8/19,27482,○,楽天,その他,180,西武ドーム,2012,8,19,日,0.0,27.4,6,2,8,4,6,5,11,1,○,20720.23,19628.91
2012/8/21,17677,●,ソフトバンク,岸,175,西武ドーム,2012,8,21,火,0.0,27.7,0,4,4,-4,6,2,8,4,○,20720.23,20805.45
2012/8/22,17972,●,ソフトバンク,菊池,193,西武ドーム,2012,8,22,水,0.0,28.3,2,8,10,-6,0,4,4,-4,●,20720.23,19673.16
2012/8/23,20420,○,ソフトバンク,牧田,181,大宮,2012,8,23,木,0.0,28.3,5,2,7,3,2,8,10,-6,●,20720.23,21263.5
2012/8/31,20388,○,ロッテ,野上,179,西武ドーム,2012,8,31,金,0.0,27.8,5,3,8,2,5,2,7,3,○,20720.23,21679.45
2012/9/1,33916,○,ロッテ,その他,162,西武ドーム,2012,9,1,土,20.0,24.5,4,2,6,2,5,3,8,2,○,20473.55,22001.45
2012/9/2,27766,○,ロッテ,その他,192,西武ドーム,2012,9,2,日,58.5,23.3,2,1,3,1,4,2,6,2,○,20473.55,20570.03
2012/9/4,13318,●,ソフトバンク,岸,188,西武ドーム,2012,9,4,火,4.0,25.1,3,5,8,-2,2,1,3,1,○,20473.55,22697.37
2012/9/5,13959,○,ソフトバンク,菊池,156,西武ドーム,2012,9,5,水,0.0,26.4,2,1,3,1,3,5,8,-2,●,20473.55,23356.53
2012/9/6,14154,○,ソフトバンク,牧田,200,西武ドーム,2012,9,6,木,9.0,24.7,9,2,11,7,2,1,3,1,○,20473.55,19710.77
2012/9/11,11979,●,オリックス,岸,203,西武ドーム,2012,9,11,火,0.0,26.3,2,3,5,-1,9,2,11,7,○,20473.55,21121.18
2012/9/12,13945,○,オリックス,菊池,194,西武ドーム,2012,9,12,水,0.0,25.6,4,3,7,1,2,3,5,-1,●,20473.55,20345.97
2012/9/13,13673,○,オリックス,牧田,176,西武ドーム,2012,9,13,木,0.0,26.5,8,1,9,7,4,3,7,1,○,20473.55,19970.56
2012/9/21,20574,○,日本ハム,野上,164,西武ドーム,2012,9,21,金,17.5,22.8,4,2,6,2,8,1,9,7,○,20473.55,20805.45
2012/9/22,33913,○,日本ハム,その他,200,西武ドーム,2012,9,22,土,5.5,20.8,5,4,9,1,4,2,6,2,○,20473.55,19673.16
2012/9/23,33915,●,日本ハム,岸,214,西武ドーム,2012,9,23,日,85.5,18.8,2,6,8,-4,5,4,9,1,○,20473.55,21263.5
2012/9/25,17750,○,楽天,菊池,162,西武ドーム,2012,9,25,火,1.5,18.7,3,2,5,1,2,6,8,-4,●,20473.55,19019.58
2012/9/26,18902,●,楽天,牧田,196,西武ドーム,2012,9,26,水,0.0,20.1,2,3,5,-1,3,2,5,1,○,20473.55,19753.74
2012/9/27,17515,○,楽天,その他,177,西武ドーム,2012,9,27,木,0.0,19.9,3,1,4,2,2,3,5,-1,●,20473.55,21138.49
2012/9/30,28709,○,オリックス,牧田,167,西武ドーム,2012,9,30,日,35.0,23.8,4,3,7,1,3,1,4,2,○,20473.55,21898.1
2012/10/1,16582,●,ロッテ,菊池,179,西武ドーム,2012,10,1,月,0.0,25.3,0,4,4,-4,4,3,7,1,○,16821.42,22001.45
2012/10/2,18691,●,ロッテ,その他,178,西武ドーム,2012,10,2,火,0.0,22.1,3,5,8,-2,0,4,4,-4,●,16821.42,20570.03
2012/10/6,26938,○,ロッテ,岸,145,西武ドーム,2012,10,6,土,0.0,22.0,2,1,3,1,3,5,8,-2,●,16821.42,19710.77
2013/3/29,26750,●,日本ハム,岸,206,西武ドーム,2013,3,29,金,0.0,13.9,3,5,8,-2,2,1,3,1,○,23307.61,22562.68
2013/3/30,24585,○,日本ハム,菊池,199,西武ドーム,2013,3,30,土,2.0,6.6,4,2,6,2,3,5,8,-2,●,23307.61,21898.1
2013/3/31,22288,○,日本ハム,十亀,169,西武ドーム,2013,3,31,日,1.0,6.1,5,2,7,3,4,2,6,2,○,23307.61,21679.45
2013/4/2,12145,○,ソフトバンク,牧田,162,西武ドーム,2013,4,2,火,38.0,8.5,4,1,5,3,5,2,7,3,○,17693.64,20570.03
2013/4/3,11517,○,ソフトバンク,野上,170,西武ドーム,2013,4,3,水,34.5,11.9,6,2,8,4,4,1,5,3,○,17693.64,21970.81
2013/4/4,13458,○,ソフトバンク,涌井,204,西武ドーム,2013,4,4,木,0.0,14.6,3,1,4,2,6,2,8,4,○,17693.64,22697.37
2013/4/16,11180,○,オリックス,牧田,171,西武ドーム,2013,4,16,火,0.0,13.5,10,1,11,9,3,1,4,2,○,17693.64,20196.04
2013/4/17,10553,●,オリックス,野上,179,西武ドーム,2013,4,17,水,0.0,17.7,1,2,3,-1,10,1,11,9,○,17693.64,20806.97
2013/4/18,15324,○,オリックス,涌井,222,大宮,2013,4,18,木,0.0,17.6,8,6,14,2,1,2,3,-1,●,17693.64,19713.64
2013/4/23,12611,○,ロッテ,牧田,170,西武ドーム,2013,4,23,火,0.0,11.2,8,0,8,8,8,6,14,2,○,17693.64,21263.5
2013/4/24,11785,○,ロッテ,野上,181,西武ドーム,2013,4,24,水,9.0,14.5,7,2,9,5,8,0,8,8,○,17693.64,18457.52
2013/4/25,12060,●,ロッテ,涌井,205,西武ドーム,2013,4,25,木,0.0,16.5,4,5,9,-1,7,2,9,5,○,17693.64,19019.58
2013/4/27,26556,●,楽天,岸,171,西武ドーム,2013,4,27,土,0.0,13.0,2,9,11,-7,4,5,9,-1,●,17693.64,21138.49
2013/4/28,28930,○,楽天,菊池,212,西武ドーム,2013,4,28,日,0.0,13.9,15,1,16,14,2,9,11,-7,●,17693.64,20998.5
2013/4/29,28092,○,楽天,十亀,181,西武ドーム,2013,4,29,月,0.0,14.5,8,4,12,4,15,1,16,14,○,17693.64,22562.68
2013/5/4,32596,○,日本ハム,岸,267,西武ドーム,2013,5,4,土,0.0,13.8,9,7,16,2,8,4,12,4,○,22741.88,22697.37
2013/5/5,33917,○,日本ハム,菊池,158,西武ドーム,2013,5,5,日,0.0,15.7,2,0,2,2,9,7,16,2,○,22741.88,23356.53
2013/5/6,27422,○,日本ハム,十亀,174,西武ドーム,2013,5,6,月,0.0,17.5,1,0,1,1,2,0,2,2,○,22741.88,19710.77
2013/5/19,33918,●,阪神,涌井,224,西武ドーム,2013,5,19,日,1.5,18.1,5,10,15,-5,1,0,1,1,○,22741.88,19628.91
2013/5/20,21882,○,阪神,菊池,174,西武ドーム,2013,5,20,月,1.5,17.8,5,1,6,4,5,10,15,-5,●,22741.88,20765.17
2013/5/22,17202,●,広島,牧田,199,西武ドーム,2013,5,22,水,0.0,21.2,0,1,1,-1,5,1,6,4,○,22741.88,19673.16
2013/5/23,16553,●,広島,野上,210,西武ドーム,2013,5,23,木,0.0,21.0,2,6,8,-4,0,1,1,-1,●,22741.88,21263.5
2013/5/31,15300,○,ヤクルト,牧田,185,西武ドーム,2013,5,31,金,0.0,21.7,4,1,5,3,2,6,8,-4,●,22741.88,21679.45
2013/6/1,28154,○,ヤクルト,岸,199,西武ドーム,2013,6,1,土,0.0,19.6,3,2,5,1,4,1,5,3,○,22359.4,22001.45
2013/6/2,33917,○,巨人,十亀,159,西武ドーム,2013,6,2,日,0.0,18.2,5,1,6,4,3,2,5,1,○,22359.4,20570.03
2013/6/3,33801,●,巨人,菊池,186,西武ドーム,2013,6,3,月,0.0,19.2,3,7,10,-4,5,1,6,4,○,22359.4,21970.81
2013/6/12,15993,○,中日,菊池,168,西武ドーム,2013,6,12,水,10.5,19.5,10,0,10,10,3,7,10,-4,●,22359.4,20345.97
2013/6/13,13786,●,中日,野上,235,西武ドーム,2013,6,13,木,56.0,20.4,3,4,7,-1,10,0,10,10,○,22359.4,19970.56
2013/6/15,30803,●,DeNA,牧田,225,西武ドーム,2013,6,15,土,11.5,24.6,2,7,9,-5,3,4,7,-1,●,22359.4,21160.21
2013/6/16,32992,○,DeNA,岸,187,西武ドーム,2013,6,16,日,24.0,22.5,7,1,8,6,2,7,9,-5,●,22359.4,20196.04
2013/6/21,20097,○,オリックス,菊池,205,西武ドーム,2013,6,21,金,6.5,20.2,2,0,2,2,7,1,8,6,○,22359.4,20805.45
2013/6/22,24895,●,オリックス,十亀,199,西武ドーム,2013,6,22,土,2.5,20.5,0,2,2,-2,2,0,2,2,○,22359.4,19673.16
2013/6/23,26689,△,オリックス,岸,329,西武ドーム,2013,6,23,日,0.0,21.8,9,9,18,0,0,2,2,-2,●,22359.4,21263.5
2013/6/25,14528,●,楽天,牧田,199,西武ドーム,2013,6,25,火,26.0,21.9,0,11,11,-11,9,9,18,0,△,22359.4,19019.58
2013/6/26,12707,○,楽天,野上,167,西武ドーム,2013,6,26,水,32.0,19.8,1,0,1,1,0,11,11,-11,●,22359.4,19753.74
2013/6/27,20051,●,楽天,涌井,211,大宮,2013,6,27,木,2.5,21.5,1,10,11,-9,1,0,1,1,○,22359.4,21138.49
2013/7/5,17567,○,ロッテ,菊池,208,西武ドーム,2013,7,5,金,0.0,25.7,7,2,9,5,1,10,11,-9,●,19106.44,23356.53
2013/7/6,31715,○,ロッテ,十亀,164,西武ドーム,2013,7,6,土,0.0,28.4,7,3,10,4,7,2,9,5,○,19106.44,19710.77
