年月日,観客数,勝敗,対戦相手,先発投手,試合時間,球場,年,月,日,曜日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),直前試合の勝敗,月別平均観客数,日別平均観客数
2020/9/25,7691,○,楽天,その他,197,西武ドーム,2020,9,25,金,14.5,18.7,5,4,9,1,2,12,14,-10,●,20473.55,19019.58
2020/9/26,9401,○,楽天,その他,212,西武ドーム,2020,9,26,土,8.0,17.5,5,1,6,4,5,4,9,1,○,20473.55,19753.74
2020/9/27,9412,○,楽天,その他,196,西武ドーム,2020,9,27,日,6.5,18.6,6,2,8,4,5,1,6,4,○,20473.55,21138.49
2020/10/6,6336,○,ソフトバンク,その他,230,西武ドーム,2020,10,6,火,0.0,19.0,3,1,4,2,6,2,8,4,○,16821.42,19710.77
2020/10/7,6414,○,ソフトバンク,その他,234,西武ドーム,2020,10,7,水,7.5,17.2,4,3,7,1,3,1,4,2,○,16821.42,18786.29
2020/10/8,6597,△,ソフトバンク,今井,219,西武ドーム,2020,10,8,木,51.5,13.8,4,4,8,0,4,3,7,1,○,16821.42,17143.54
2020/10/16,8440,○,オリックス,今井,205,西武ドーム,2020,10,16,金,0.0,14.5,2,1,3,1,4,4,8,0,△,16821.42,20196.04
2020/10/17,11169,●,オリックス,十亀,183,西武ドーム,2020,10,17,土,17.5,11.6,1,4,5,-3,2,1,3,1,○,16821.42,20806.97
2020/10/18,11117,○,オリックス,その他,149,西武ドーム,2020,10,18,日,0.0,13.2,3,2,5,1,1,4,5,-3,●,16821.42,19713.64
2020/10/20,7668,○,ロッテ,その他,174,西武ドーム,2020,10,20,火,0.0,13.6,2,1,3,1,3,2,5,1,○,16821.42,20765.17
2020/10/21,8147,○,ロッテ,その他,191,西武ドーム,2020,10,21,水,0.0,14.5,2,1,3,1,2,1,3,1,○,16821.42,20805.45
2020/10/22,8264,○,ロッテ,その他,202,西武ドーム,2020,10,22,木,0.0,15.6,7,4,11,3,2,1,3,1,○,16821.42,19673.16
2020/10/27,4480,○,楽天,その他,184,西武ドーム,2020,10,27,火,0.0,14.3,4,3,7,1,7,4,11,3,○,16821.42,21138.49
2020/10/28,4776,○,楽天,その他,187,西武ドーム,2020,10,28,水,0.0,14.9,4,3,7,1,4,3,7,1,○,16821.42,20998.5
2020/10/29,5645,●,楽天,その他,233,西武ドーム,2020,10,29,木,0.0,15.1,5,13,18,-8,4,3,7,1,○,16821.42,22562.68
2020/10/30,7789,●,ソフトバンク,その他,197,西武ドーム,2020,10,30,金,0.0,13.2,3,4,7,-1,5,13,18,-8,●,16821.42,21898.1
2020/10/31,11276,●,ソフトバンク,十亀,182,西武ドーム,2020,10,31,土,0.0,11.0,2,11,13,-9,3,4,7,-1,●,16821.42,21679.45
2020/11/1,11331,○,ソフトバンク,その他,175,西武ドーム,2020,11,1,日,0.0,12.5,3,1,4,2,2,11,13,-9,●,11040.75,22001.45
2020/11/2,10139,○,日本ハム,その他,181,西武ドーム,2020,11,2,月,0.5,13.5,4,0,4,4,3,1,4,2,○,11040.75,20570.03
2020/11/3,11392,○,日本ハム,その他,212,西武ドーム,2020,11,3,火,4.0,14.2,5,4,9,1,4,0,4,4,○,11040.75,21970.81
2020/11/4,11301,○,日本ハム,その他,182,西武ドーム,2020,11,4,水,0.0,12.0,10,3,13,7,5,4,9,1,○,11040.75,22697.37
2021/3/26,9599,○,オリックス,その他,150,西武ドーム,2021,3,26,金,0.0,12.3,4,3,7,1,10,3,13,7,○,23307.61,19753.74
2021/3/27,9525,●,オリックス,その他,184,西武ドーム,2021,3,27,土,0.0,11.6,2,3,5,-1,4,3,7,1,○,23307.61,21138.49
2021/3/28,9517,○,オリックス,その他,171,西武ドーム,2021,3,28,日,0.0,14.4,5,1,6,4,2,3,5,-1,●,23307.61,20998.5
2021/4/6,8608,●,楽天,その他,192,西武ドーム,2021,4,6,火,0.0,9.3,2,13,15,-11,5,1,6,4,○,17693.64,19710.77
2021/4/7,7390,●,楽天,今井,219,西武ドーム,2021,4,7,水,0.0,12.0,3,6,9,-3,2,13,15,-11,●,17693.64,18786.29
2021/4/8,6653,●,楽天,その他,163,西武ドーム,2021,4,8,木,0.0,12.6,0,4,4,-4,3,6,9,-3,●,17693.64,17143.54
2021/4/13,5900,●,日本ハム,その他,204,西武ドーム,2021,4,13,火,0.0,14.0,2,3,5,-1,0,4,4,-4,●,17693.64,19970.56
2021/4/14,6079,○,日本ハム,今井,200,西武ドーム,2021,4,14,水,16.0,13.8,2,1,3,1,2,3,5,-1,●,17693.64,20046.41
2021/4/16,9238,○,ソフトバンク,その他,153,西武ドーム,2021,4,16,金,0.0,12.4,2,1,3,1,2,1,3,1,○,17693.64,20196.04
2021/4/17,9461,●,ソフトバンク,その他,179,西武ドーム,2021,4,17,土,39.0,13.3,1,7,8,-6,2,1,3,1,○,17693.64,20806.97
2021/4/18,9468,△,ソフトバンク,その他,187,西武ドーム,2021,4,18,日,4.5,14.3,4,4,8,0,1,7,8,-6,●,17693.64,19713.64
2021/4/27,9272,○,ロッテ,その他,149,西武ドーム,2021,4,27,火,0.0,12.5,3,1,4,2,4,4,8,0,△,17693.64,21138.49
2021/4/28,7829,○,ロッテ,今井,185,西武ドーム,2021,4,28,水,0.0,16.7,3,2,5,1,3,1,4,2,○,17693.64,20998.5
2021/4/29,12850,●,ロッテ,その他,180,西武ドーム,2021,4,29,木,17.5,15.7,2,5,7,-3,3,2,5,1,○,17693.64,22562.68
2021/5/3,13195,●,オリックス,その他,195,西武ドーム,2021,5,3,月,0.0,14.6,3,6,9,-3,2,5,7,-3,●,22741.88,21970.81
2021/5/4,11592,△,オリックス,その他,238,西武ドーム,2021,5,4,火,0.0,16.4,6,6,12,0,3,6,9,-3,●,22741.88,22697.37
2021/5/5,9616,○,オリックス,今井,184,西武ドーム,2021,5,5,水,0.0,17.2,6,2,8,4,6,6,12,0,△,22741.88,23356.53
2021/5/18,9749,●,ソフトバンク,その他,169,西武ドーム,2021,5,18,火,2.0,18.8,2,8,10,-6,6,2,8,4,○,22741.88,19713.64
2021/5/19,7167,●,ソフトバンク,今井,250,西武ドーム,2021,5,19,水,8.0,16.5,5,6,11,-1,2,8,10,-6,●,22741.88,19628.91
2021/5/20,7587,○,ソフトバンク,その他,185,西武ドーム,2021,5,20,木,2.5,17.8,7,2,9,5,5,6,11,-1,●,22741.88,20765.17
2021/5/21,7657,○,日本ハム,その他,198,西武ドーム,2021,5,21,金,7.5,19.1,7,1,8,6,7,2,9,5,○,22741.88,20805.45
2021/5/22,10047,○,日本ハム,その他,189,西武ドーム,2021,5,22,土,6.5,18.1,8,1,9,7,7,1,8,6,○,22741.88,19673.16
2021/5/23,9127,●,日本ハム,その他,204,西武ドーム,2021,5,23,日,0.0,18.3,3,10,13,-7,8,1,9,7,○,22741.88,21263.5
2021/5/28,4751,●,阪神,その他,230,西武ドーム,2021,5,28,金,0.0,19.3,7,10,17,-3,3,10,13,-7,●,22741.88,20998.5
2021/5/29,4810,○,阪神,今井,195,西武ドーム,2021,5,29,土,0.0,21.4,1,0,1,1,7,10,17,-3,●,22741.88,22562.68
2021/5/30,4763,●,阪神,その他,235,西武ドーム,2021,5,30,日,7.0,20.2,8,9,17,-1,1,0,1,1,○,22741.88,21898.1
2021/6/8,7780,○,DeNA,その他,194,西武ドーム,2021,6,8,火,0.0,22.7,8,3,11,5,8,9,17,-1,●,22359.4,17143.54
2021/6/9,7930,△,DeNA,その他,207,西武ドーム,2021,6,9,水,0.0,23.4,8,8,16,0,8,3,11,5,○,22359.4,18510.93
2021/6/10,7459,○,DeNA,その他,194,西武ドーム,2021,6,10,木,0.0,23.0,5,3,8,2,8,8,16,0,△,22359.4,17777.52
2021/6/11,9683,●,中日,その他,209,西武ドーム,2021,6,11,金,0.0,22.7,5,6,11,-1,5,3,8,2,○,22359.4,21121.18
2021/6/12,13125,○,中日,今井,190,西武ドーム,2021,6,12,土,0.0,22.0,7,3,10,4,5,6,11,-1,●,22359.4,20345.97
2021/6/13,13060,○,中日,その他,160,西武ドーム,2021,6,13,日,0.5,22.7,4,3,7,1,7,3,10,4,○,22359.4,19970.56
2021/6/18,4857,●,ロッテ,その他,201,西武ドーム,2021,6,18,金,0.0,21.6,0,5,5,-5,4,3,7,1,○,22359.4,19713.64
2021/6/19,7597,○,ロッテ,今井,172,西武ドーム,2021,6,19,土,10.0,19.6,7,2,9,5,0,5,5,-5,●,22359.4,19628.91
2021/6/20,7726,△,ロッテ,その他,193,西武ドーム,2021,6,20,日,6.0,22.3,3,3,6,0,7,2,9,5,○,22359.4,20765.17
2021/6/22,8420,○,楽天,その他,169,西武ドーム,2021,6,22,火,0.0,22.5,2,0,2,2,3,3,6,0,△,22359.4,19673.16
2021/6/23,10292,●,楽天,その他,223,西武ドーム,2021,6,23,水,34.5,20.5,4,6,10,-2,2,0,2,2,○,22359.4,21263.5
2021/7/2,10068,●,オリックス,その他,205,西武ドーム,2021,7,2,金,56.0,20.2,3,5,8,-2,4,6,10,-2,●,19106.44,20570.03
2021/7/3,13119,●,オリックス,今井,153,西武ドーム,2021,7,3,土,24.5,21.8,0,8,8,-8,3,5,8,-2,●,19106.44,21970.81
2021/7/4,13231,●,オリックス,その他,158,西武ドーム,2021,7,4,日,18.5,19.5,2,3,5,-1,0,8,8,-8,●,19106.44,22697.37
2021/7/13,13399,●,ロッテ,その他,203,西武ドーム,2021,7,13,火,0.5,24.3,6,7,13,-1,2,3,5,-1,●,19106.44,19970.56
2021/7/14,9893,○,ロッテ,その他,152,西武ドーム,2021,7,14,水,4.5,24.2,8,3,11,5,6,7,13,-1,●,19106.44,20046.41
2021/8/13,7477,●,楽天,その他,204,西武ドーム,2021,8,13,金,32.0,20.9,0,5,5,-5,8,3,11,5,○,20720.23,19970.56
2021/8/14,7340,●,楽天,今井,205,西武ドーム,2021,8,14,土,28.0,20.4,6,7,13,-1,0,5,5,-5,●,20720.23,20046.41
2021/8/15,7291,○,楽天,その他,178,西武ドーム,2021,8,15,日,44.5,18.9,10,2,12,8,6,7,13,-1,●,20720.23,21160.21
2021/8/24,8899,△,ソフトバンク,その他,229,西武ドーム,2021,8,24,火,0.5,26.4,4,4,8,0,10,2,12,8,○,20720.23,18457.52
2021/8/25,8485,●,ソフトバンク,その他,196,西武ドーム,2021,8,25,水,0.0,27.5,1,6,7,-5,4,4,8,0,△,20720.23,19019.58
2021/8/26,8621,○,ソフトバンク,その他,202,西武ドーム,2021,8,26,木,0.0,29.6,3,0,3,3,1,6,7,-5,●,20720.23,19753.74
2021/8/27,8509,●,日本ハム,その他,232,西武ドーム,2021,8,27,金,0.0,29.3,2,7,9,-5,3,0,3,3,○,20720.23,21138.49
2021/8/28,9019,△,日本ハム,今井,221,西武ドーム,2021,8,28,土,0.0,28.9,8,8,16,0,2,7,9,-5,●,20720.23,20998.5
2021/8/29,9039,●,日本ハム,その他,184,西武ドーム,2021,8,29,日,0.0,27.1,0,6,6,-6,8,8,16,0,△,20720.23,22562.68
2021/9/7,5030,○,ソフトバンク,その他,194,西武ドーム,2021,9,7,火,0.0,19.5,6,5,11,1,0,6,6,-6,●,20473.55,18786.29
2021/9/8,4353,●,ソフトバンク,その他,168,西武ドーム,2021,9,8,水,0.0,19.3,0,9,9,-9,6,5,11,1,○,20473.55,17143.54
2021/9/10,4512,●,オリックス,その他,180,西武ドーム,2021,9,10,金,0.0,24.0,1,7,8,-6,0,9,9,-9,●,20473.55,17777.52
2021/9/11,7740,○,オリックス,今井,172,西武ドーム,2021,9,11,土,0.5,23.3,7,0,7,7,1,7,8,-6,●,20473.55,21121.18
2021/9/12,7261,○,オリックス,その他,167,西武ドーム,2021,9,12,日,0.0,23.1,3,1,4,2,7,0,7,7,○,20473.55,20345.97
2021/9/14,8667,○,日本ハム,その他,170,西武ドーム,2021,9,14,火,4.0,21.7,3,1,4,2,3,1,4,2,○,20473.55,20046.41
2021/9/15,8806,△,日本ハム,その他,198,西武ドーム,2021,9,15,水,3.5,22.4,3,3,6,0,3,1,4,2,○,20473.55,21160.21
2021/9/16,8553,●,日本ハム,その他,182,西武ドーム,2021,9,16,木,0.0,21.5,1,3,4,-2,3,3,6,0,△,20473.55,20196.04
2021/9/22,8756,●,楽天,その他,211,西武ドーム,2021,9,22,水,1.0,24.1,2,4,6,-2,1,3,4,-2,●,20473.55,19673.16
2021/9/23,9396,○,楽天,その他,197,西武ドーム,2021,9,23,木,0.0,24.9,4,3,7,1,2,4,6,-2,●,20473.55,21263.5
2021/9/24,8957,○,ロッテ,今井,219,西武ドーム,2021,9,24,金,0.0,23.5,5,4,9,1,4,3,7,1,○,20473.55,18457.52
2021/9/25,9221,●,ロッテ,その他,176,西武ドーム,2021,9,25,土,0.0,20.6,1,3,4,-2,5,4,9,1,○,20473.55,19019.58
2021/9/26,9234,●,ロッテ,その他,192,西武ドーム,2021,9,26,日,0.0,18.3,4,8,12,-4,1,3,4,-2,●,20473.55,19753.74
2021/10/7,8709,○,ソフトバンク,その他,192,西武ドーム,2021,10,7,木,0.0,19.1,7,0,7,7,4,8,12,-4,●,16821.42,18786.29
2021/10/8,9099,○,ソフトバンク,今井,192,西武ドーム,2021,10,8,金,0.0,22.8,6,2,8,4,7,0,7,7,○,16821.42,17143.54
2021/10/9,9301,●,楽天,その他,201,西武ドーム,2021,10,9,土,0.0,21.2,1,2,3,-1,6,2,8,4,○,16821.42,18510.93
2021/10/10,9435,○,楽天,その他,200,西武ドーム,2021,10,10,日,0.0,21.1,3,2,5,1,1,2,3,-1,●,16821.42,17777.52
2021/10/18,9106,●,ロッテ,その他,185,西武ドーム,2021,10,18,月,0.0,11.9,1,2,3,-1,3,2,5,1,○,16821.42,19713.64
2021/10/19,9523,●,日本ハム,その他,216,西武ドーム,2021,10,19,火,2.5,12.6,2,6,8,-4,1,2,3,-1,●,16821.42,19628.91
2021/10/20,10918,○,日本ハム,その他,177,西武ドーム,2021,10,20,水,0.0,15.0,7,5,12,2,2,6,8,-4,●,16821.42,20765.17
2022/3/25,22646,●,オリックス,その他,168,西武ドーム,2022,3,25,金,0.0,10.6,0,6,6,-6,7,5,12,2,○,23307.61,19019.58
2022/3/26,18109,○,オリックス,その他,157,西武ドーム,2022,3,26,土,0.5,13.8,5,0,5,5,0,6,6,-6,●,23307.61,19753.74
2022/3/27,15655,○,オリックス,その他,195,西武ドーム,2022,3,27,日,0.0,14.9,7,6,13,1,5,0,5,5,○,23307.61,21138.49
2022/4/8,9502,●,ソフトバンク,その他,181,西武ドーム,2022,4,8,金,0.0,13.9,1,8,9,-7,7,6,13,1,○,17693.64,17143.54
2022/4/9,15666,△,ソフトバンク,その他,242,西武ドーム,2022,4,9,土,0.0,15.7,0,0,0,0,1,8,9,-7,●,17693.64,18510.93
2022/4/10,21115,○,ソフトバンク,その他,197,西武ドーム,2022,4,10,日,0.0,18.0,6,0,6,6,0,0,0,0,△,17693.64,17777.52
2022/4/12,10349,●,日本ハム,その他,177,西武ドーム,2022,4,12,火,0.0,18.3,0,3,3,-3,6,0,6,6,○,17693.64,20345.97
2022/4/13,10179,○,日本ハム,その他,152,西武ドーム,2022,4,13,水,0.0,19.8,4,3,7,1,0,3,3,-3,●,17693.64,19970.56
2022/4/19,7241,○,ロッテ,その他,155,西武ドーム,2022,4,19,火,1.0,13.8,4,0,4,4,4,3,7,1,○,17693.64,19628.91
2022/4/20,7261,○,ロッテ,その他,171,西武ドーム,2022,4,20,水,2.0,11.1,3,0,3,3,4,0,4,4,○,17693.64,20765.17
2022/4/22,10224,○,楽天,その他,159,西武ドーム,2022,4,22,金,19.5,18.4,3,0,3,3,3,0,3,3,○,17693.64,19673.16
2022/4/23,26257,●,楽天,その他,194,西武ドーム,2022,4,23,土,0.0,20.4,3,7,10,-4,3,0,3,3,○,17693.64,21263.5
2022/4/24,14901,○,楽天,その他,204,西武ドーム,2022,4,24,日,2.0,16.3,6,3,9,3,3,7,10,-4,●,17693.64,18457.52
2022/5/3,21592,○,ロッテ,その他,178,西武ドーム,2022,5,3,火,0.0,13.6,4,2,6,2,6,3,9,3,○,22741.88,21970.81
2022/5/4,19827,●,ロッテ,その他,199,西武ドーム,2022,5,4,水,0.0,16.1,5,7,12,-2,4,2,6,2,○,22741.88,22697.37
2022/5/5,23646,○,ロッテ,その他,146,西武ドーム,2022,5,5,木,0.0,18.7,7,0,7,7,5,7,12,-2,●,22741.88,23356.53
2022/5/6,15668,○,日本ハム,その他,174,西武ドーム,2022,5,6,金,0.0,17.8,5,0,5,5,7,0,7,7,○,22741.88,19710.77
2022/5/7,21577,●,日本ハム,その他,191,西武ドーム,2022,5,7,土,0.0,17.9,2,3,5,-1,5,0,5,5,○,22741.88,18786.29
2022/5/8,18793,○,日本ハム,その他,182,西武ドーム,2022,5,8,日,0.0,16.7,5,1,6,4,2,3,5,-1,●,22741.88,17143.54
2022/5/13,10121,○,楽天,その他,179,西武ドーム,2022,5,13,金,18.0,17.3,4,2,6,2,5,1,6,4,○,22741.88,19970.56
2022/5/14,12091,○,楽天,その他,184,西武ドーム,2022,5,14,土,8.5,20.4,5,4,9,1,4,2,6,2,○,22741.88,20046.41
2022/5/15,21224,●,楽天,その他,216,西武ドーム,2022,5,15,日,0.0,17.1,1,3,4,-2,5,4,9,1,○,22741.88,21160.21
2022/5/17,9841,●,ソフトバンク,その他,210,那覇,2022,5,17,火,0.0,14.7,1,5,6,-4,1,3,4,-2,●,22741.88,20806.97
2022/5/18,12404,●,ソフトバンク,その他,202,那覇,2022,5,18,水,0.0,17.5,2,3,5,-1,1,5,6,-4,●,22741.88,19713.64
2022/5/27,12234,●,DeNA,その他,169,西武ドーム,2022,5,27,金,69.5,20.0,0,1,1,-1,2,3,5,-1,●,22741.88,21138.49
2022/5/28,18824,○,DeNA,その他,195,西武ドーム,2022,5,28,土,0.0,20.9,10,5,15,5,0,1,1,-1,●,22741.88,20998.5
2022/5/29,22907,○,DeNA,その他,168,西武ドーム,2022,5,29,日,0.0,22.6,3,2,5,1,10,5,15,5,○,22741.88,22562.68
2022/6/7,16975,○,巨人,その他,200,西武ドーム,2022,6,7,火,11.0,15.8,9,4,13,5,3,2,5,1,○,22359.4,18786.29
2022/6/8,16809,○,巨人,その他,141,西武ドーム,2022,6,8,水,0.0,16.0,3,0,3,3,9,4,13,5,○,22359.4,17143.54
2022/6/9,16959,●,巨人,その他,200,西武ドーム,2022,6,9,木,1.0,18.2,3,4,7,-1,3,0,3,3,○,22359.4,18510.93
2022/6/10,17994,●,広島,その他,195,西武ドーム,2022,6,10,金,0.5,20.0,3,6,9,-3,3,4,7,-1,●,22359.4,17777.52
2022/6/11,24039,○,広島,その他,211,西武ドーム,2022,6,11,土,11.0,20.1,2,1,3,1,3,6,9,-3,●,22359.4,21121.18
2022/6/12,22139,○,広島,その他,184,西武ドーム,2022,6,12,日,13.5,20.3,11,0,11,11,2,1,3,1,○,22359.4,20345.97
2022/6/17,14360,○,オリックス,その他,167,西武ドーム,2022,6,17,金,0.0,21.7,4,2,6,2,11,0,11,11,○,22359.4,20806.97
2022/6/18,16075,●,オリックス,その他,165,西武ドーム,2022,6,18,土,2.0,21.5,0,2,2,-2,4,2,6,2,○,22359.4,19713.64
2022/6/19,16949,○,オリックス,その他,166,西武ドーム,2022,6,19,日,0.0,23.8,3,2,5,1,0,2,2,-2,●,22359.4,19628.91
2022/6/28,10520,○,日本ハム,その他,202,西武ドーム,2022,6,28,火,0.0,29.0,5,2,7,3,3,2,5,1,○,22359.4,20998.5
2022/6/29,10786,○,日本ハム,その他,157,西武ドーム,2022,6,29,水,0.0,29.9,6,2,8,4,5,2,7,3,○,22359.4,22562.68
2022/7/2,19768,●,ソフトバンク,その他,193,西武ドーム,2022,7,2,土,0.0,29.1,2,3,5,-1,6,2,8,4,○,19106.44,20570.03
2022/7/3,26532,●,ソフトバンク,その他,143,西武ドーム,2022,7,3,日,0.0,27.4,0,3,3,-3,2,3,5,-1,●,19106.44,21970.81
2022/7/12,8889,●,ロッテ,その他,209,西武ドーム,2022,7,12,火,45.0,25.0,2,4,6,-2,0,3,3,-3,●,19106.44,20345.97
2022/7/13,8896,○,ロッテ,その他,180,西武ドーム,2022,7,13,水,10.0,23.0,3,0,3,3,2,4,6,-2,●,19106.44,19970.56
2022/7/14,8382,○,ロッテ,今井,201,西武ドーム,2022,7,14,木,4.5,23.0,2,1,3,1,3,0,3,3,○,19106.44,20046.41
2022/7/22,19546,○,楽天,その他,229,西武ドーム,2022,7,22,金,1.5,27.3,9,4,13,5,2,1,3,1,○,19106.44,19673.16
2022/7/23,26641,△,楽天,その他,261,西武ドーム,2022,7,23,土,0.5,28.1,3,3,6,0,9,4,13,5,○,19106.44,21263.5
2022/7/24,13973,●,楽天,その他,197,西武ドーム,2022,7,24,日,0.0,28.0,2,9,11,-7,3,3,6,0,△,19106.44,18457.52
2022/8/2,9206,○,オリックス,その他,206,西武ドーム,2022,8,2,火,0.0,31.1,4,2,6,2,2,9,11,-7,●,20720.23,20570.03
2022/8/3,10237,○,オリックス,その他,163,西武ドーム,2022,8,3,水,0.0,31.4,3,1,4,2,4,2,6,2,○,20720.23,21970.81
2022/8/4,8018,○,オリックス,その他,181,西武ドーム,2022,8,4,木,9.5,24.5,3,2,5,1,3,1,4,2,○,20720.23,22697.37
2022/8/5,12619,○,ロッテ,今井,216,西武ドーム,2022,8,5,金,1.5,23.2,4,3,7,1,3,2,5,1,○,20720.23,23356.53
2022/8/6,19743,●,ロッテ,その他,167,西武ドーム,2022,8,6,土,0.0,24.3,1,2,3,-1,4,3,7,1,○,20720.23,19710.77
2022/8/7,22737,○,ロッテ,その他,210,西武ドーム,2022,8,7,日,0.0,26.2,10,4,14,6,1,2,3,-1,●,20720.23,18786.29
2022/8/16,18340,○,ソフトバンク,その他,154,西武ドーム,2022,8,16,火,0.0,28.9,2,0,2,2,10,4,14,6,○,20720.23,20196.04
2022/8/17,13258,●,ソフトバンク,その他,196,西武ドーム,2022,8,17,水,21.0,25.9,3,5,8,-2,2,0,2,2,○,20720.23,20806.97
2022/8/18,13372,○,ソフトバンク,その他,202,西武ドーム,2022,8,18,木,7.0,24.4,8,5,13,3,3,5,8,-2,●,20720.23,19713.64
2022/8/19,18793,●,オリックス,今井,199,西武ドーム,2022,8,19,金,0.0,26.4,3,4,7,-1,8,5,13,3,○,20720.23,19628.91
2022/8/20,19784,●,オリックス,その他,171,西武ドーム,2022,8,20,土,2.0,25.0,0,6,6,-6,3,4,7,-1,●,20720.23,20765.17
2022/8/21,15879,○,オリックス,その他,203,西武ドーム,2022,8,21,日,0.5,24.9,3,1,4,2,0,6,6,-6,●,20720.23,20805.45
2022/8/30,13390,○,日本ハム,その他,158,西武ドーム,2022,8,30,火,2.0,21.5,3,1,4,2,3,1,4,2,○,20720.23,21898.1
2022/8/31,11447,●,日本ハム,その他,206,西武ドーム,2022,8,31,水,0.5,26.0,2,4,6,-2,3,1,4,2,○,20720.23,21679.45
2022/9/6,9882,○,ロッテ,その他,154,西武ドーム,2022,9,6,火,0.0,26.5,3,2,5,1,2,4,6,-2,●,20473.55,19710.77
2022/9/7,12497,●,ロッテ,その他,176,西武ドーム,2022,9,7,水,18.0,25.2,1,7,8,-6,3,2,5,1,○,20473.55,18786.29
2022/9/8,11112,●,オリックス,その他,197,西武ドーム,2022,9,8,木,15.0,22.6,0,5,5,-5,1,7,8,-6,●,20473.55,17143.54
2022/9/10,27516,●,日本ハム,その他,220,西武ドーム,2022,9,10,土,0.5,24.6,1,2,3,-1,0,5,5,-5,●,20473.55,17777.52
2022/9/11,26539,○,日本ハム,その他,183,西武ドーム,2022,9,11,日,0.0,23.6,3,0,3,3,1,2,3,-1,●,20473.55,21121.18
2022/9/17,24167,●,楽天,その他,183,西武ドーム,2022,9,17,土,0.0,25.1,0,3,3,-3,3,0,3,3,○,20473.55,20806.97
2022/9/18,27471,●,楽天,その他,205,西武ドーム,2022,9,18,日,85.5,23.9,3,4,7,-1,0,3,3,-3,●,20473.55,19713.64
2022/9/19,27475,●,楽天,その他,257,西武ドーム,2022,9,19,月,48.5,26.1,4,6,10,-2,3,4,7,-1,●,20473.55,19628.91
2022/9/20,14063,○,楽天,その他,172,西武ドーム,2022,9,20,火,15.5,22.3,4,1,5,3,4,6,10,-2,●,20473.55,20765.17
2022/9/27,24030,○,ソフトバンク,その他,168,西武ドーム,2022,9,27,火,0.0,22.6,4,1,5,3,4,1,5,3,○,20473.55,21138.49
2022/10/1,27313,○,ソフトバンク,その他,225,西武ドーム,2022,10,1,土,0.0,21.8,3,1,4,2,4,1,5,3,○,16821.42,22001.45
2022/10/2,27259,●,日本ハム,その他,188,西武ドーム,2022,10,2,日,0.0,21.6,2,4,6,-2,3,1,4,2,○,16821.42,20570.03
